src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.73,192.168.10.50,40900,21,6,2025-10-25 16:01:15,9.484945,219.50575359161283,2.84661640104397,1.1597326078327286,1.6868837932112417,11,16,846,1236,86,66,76.9090909090909,6.287860533014757,100,54,77.25,14.489220130842101,100,54,77.11111111111111,11.85509214964368,140.5432098765432,220,320,20,7,0.3648055769230769,3.272307,0.0,0.9956951012855358,9.484915,3.314941,0.0,0.9484915,1.450524351145147,9.48492,3.272307,6e-05,0.6323279999999999,1.2447013759425725,7,7,0,0,1,3,1,14,24,0,0,1.4545454545454546,77.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9090909090909,77.25,0,11,16,846,1236
192.168.10.73,192.168.10.50,40916,21,6,2025-10-25 16:01:15,9.581548,217.5013891283538,2.8179162698970983,1.1480399618099288,1.6698763080871692,11,16,848,1236,86,66,77.0909090909091,6.17111372671896,100,54,77.25,14.489220130842101,100,54,77.18518518518519,11.82914491458072,139.9286694101509,220,320,20,7,0.3685210769230769,3.533437,0.0,1.0099894811681847,9.581529,3.576226,0.0,0.9581529,1.4731081539773276,9.581526,3.533437,5.6e-05,0.6387684,1.2631366618400826,7,7,0,0,1,3,1,14,24,0,0,1.4545454545454546,77.18518518518519,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0909090909091,77.25,0,11,16,848,1236
192.168.10.73,192.168.10.50,40920,21,6,2025-10-25 16:01:15,9.27665,223.14089676769092,2.9105334361003163,1.185772881374203,1.7247605547261133,11,16,834,1236,82,66,75.81818181818181,5.236553026878061,100,54,77.25,14.489220130842101,100,54,76.66666666666667,11.665079257084972,136.07407407407408,220,320,20,7,0.3567942307692308,3.349478,0.0,0.975164408030505,9.276627,3.392466,0.0,0.9276627000000002,1.421507181462693,9.276636,3.349478,5e-05,0.6184423999999998,1.219218528193028,7,7,0,0,1,3,1,14,24,0,0,1.4545454545454546,76.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.81818181818181,77.25,0,11,16,834,1236
192.168.10.73,192.168.10.50,40930,21,6,2025-10-25 16:01:15,9.048952,229.08730204337476,2.983770938336285,1.215610382285153,1.7681605560511318,11,16,837,1236,82,66,76.0909090909091,5.401254828186526,100,54,77.25,14.489220130842101,100,54,76.77777777777777,11.688339657565454,136.6172839506173,220,320,20,7,0.3480366153846154,3.383852,0.0,0.9554563217460778,9.048904,3.42879,0.0,0.9048903999999999,1.395922476391809,9.048937,3.383852,0.000112,0.6032624666666667,1.1951532202395287,7,7,0,0,1,3,1,14,24,0,0,1.4545454545454546,76.77777777777777,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0909090909091,77.25,0,11,16,837,1236
192.168.10.73,192.168.10.50,40938,21,6,2025-10-25 16:01:15,8.23106,253.06582627267935,3.280257949765887,1.3364013869416578,1.9438565628242293,11,16,847,1236,86,66,77.0,6.324555320336759,100,54,77.25,14.489220130842101,100,54,77.14814814814815,11.862495220944918,140.71879286694102,220,320,20,7,0.3165792307692307,2.828334,0.0,0.861398243681717,8.231022,2.871012,0.0,0.8231021999999999,1.2575912652559098,8.231035,2.828334,6.8e-05,0.5487356666666667,1.076456101268582,7,7,0,0,1,3,1,14,24,0,0,1.4545454545454546,77.14814814814815,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,77.25,0,11,16,847,1236
192.168.10.73,192.168.10.50,40948,21,6,2025-10-25 16:01:16,9.580436,216.90035818829122,2.818243345083668,1.1481732146637167,1.6700701304199514,11,16,842,1236,86,66,76.54545454545455,5.97515517278363,100,54,77.25,14.489220130842101,100,54,76.96296296296296,11.79290898514703,139.07270233196155,220,320,20,7,0.3684783076923076,3.408388,0.0,1.0064805613306036,9.580402,3.451407,0.0,0.9580401999999999,1.466235776051028,9.580378999999999,3.408388,0.00011,0.6386919333333334,1.2582897765156995,7,7,0,0,1,3,1,14,24,0,0,1.4545454545454546,76.96296296296296,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.54545454545455,77.25,0,11,16,842,1236
192.168.10.73,192.168.10.50,38116,21,6,2025-10-25 16:01:18,9.203979,225.33732421597225,2.9335138639494938,1.1951352779053495,1.7383785860441445,11,16,838,1236,82,66,76.18181818181819,5.474206988118036,100,54,77.25,14.489220130842101,100,54,76.81481481481481,11.700069759326816,136.89163237311385,220,320,20,7,0.35399919230769233,3.246339,0.0,0.9679510345938126,9.203897,3.290854,0.0,0.9203897,1.4121051778061045,9.203952,3.246339,8.8e-05,0.6135967999999999,1.2102585628966067,7,7,0,0,1,3,1,14,24,0,0,1.4545454545454546,76.81481481481481,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.18181818181819,77.25,0,11,16,838,1236
192.168.10.73,192.168.10.50,38132,21,6,2025-10-25 16:01:24,9.425105,235.64724212621502,3.0768887985863285,1.273195364932274,1.8036934336540547,12,17,919,1302,84,66,76.58333333333333,5.468978169843268,100,54,76.58823529411765,14.303676300495006,100,54,76.58620689655173,11.502675075313059,132.3115338882283,240,340,20,7,0.3366108928571429,3.133402,0.0,0.9556766328124854,9.42508,3.175531,0.0,0.8568254545454544,1.3972230954945382,9.425089,3.133402,7.3e-05,0.5890680625,1.2039906926266846,7,7,0,0,2,3,1,14,26,0,0,1.4166666666666667,76.58620689655173,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.58333333333333,76.58823529411765,0,12,17,919,1302
192.168.10.73,192.168.10.50,38138,21,6,2025-10-25 16:01:24,8.741561,236.57101975265056,3.0886931979311245,1.2583564880460136,1.8303367098851107,11,16,832,1236,81,66,75.63636363636364,5.032128182944744,100,54,77.25,14.489220130842101,100,54,76.5925925925926,11.634110955415034,135.35253772290812,220,320,20,7,0.3362138846153846,3.111471,0.0,0.9170356751285142,8.741525,3.15508,0.0,0.8741524999999999,1.3380304189277799,8.741533,3.111471,7.4e-05,0.5827688666666666,1.1462864183456574,7,7,0,0,1,3,1,14,24,0,0,1.4545454545454546,76.5925925925926,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.63636363636364,77.25,0,11,16,832,1236
192.168.10.73,192.168.10.50,38140,21,6,2025-10-25 16:01:24,8.229428,251.65783089663097,3.280908466542267,1.3366664122949978,1.9442420542472696,11,16,835,1236,81,66,75.9090909090909,5.212825886120528,100,54,77.25,14.489220130842101,100,54,76.70370370370371,11.658139152746509,135.9122085048011,220,320,20,7,0.31651646153846147,2.780425,0.0,0.8610286444482566,8.229396,2.823526,0.0,0.8229396,1.257368491045342,8.229407,2.780425,7.3e-05,0.5486271333333335,1.0759661593294878,7,7,0,0,1,3,1,14,24,0,0,1.4545454545454546,76.70370370370371,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9090909090909,77.25,0,11,16,835,1236
