src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.50.1,192.168.50.50,63942,80,6,2025-10-25 20:37:52,0.022385,80991.73553719009,580.7460352914899,357.38217556399377,223.3638597274961,8,5,622,1191,144,66,77.75,25.267320791884526,681,66,238.2,239.44469089958957,681,66,139.46153846153845,168.93085312072117,28537.63313609467,160,100,20,1,0.001865416666666667,0.015897,0.0,0.004320701687965612,0.022385,0.015975,0.0,0.0031978571428571433,0.005305996861465105,0.021569,0.015897,0.001017,0.00539225,0.00613701863183582,1,2,0,0,2,3,0,3,11,0,0,0.625,139.46153846153845,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.75,238.2,0,8,5,622,1191
192.168.50.70,192.168.50.50,56344,80,6,2025-10-25 20:38:25,0.001583,977890.0821225521,5685.407454200885,3158.559696778269,2526.8477574226154,5,4,423,1125,143,66,84.6,29.418361613115035,681,66,281.25,249.80129603346737,681,66,172.0,194.32675803627478,37762.88888888889,100,80,20,1,0.000197875,0.000547,0.0,0.00017145585255394461,0.001516,0.000756,0.0,0.000379,0.00027291940202191564,0.001276,0.000547,0.000257,0.00042533333333333334,0.00012290466043057746,1,2,0,0,0,3,0,3,7,0,0,0.8,172.0,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.6,281.25,0,5,4,423,1125
